id,type,intensity,category,isPremium,estimatedTime,requires,safetyNotes,content_en,content_es,translationStatus,notes
lvl5-qk-002,dare,5,intimate,true,1 min,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,Role Reversal: Whoever usually leads follows. New boss—deliver exactly three commands and end with unexpected tenderness.,"Inversión de roles: Quien suele dirigir, obedece. Nuevo jefe: da exactamente tres órdenes y termina con una ternura inesperada.",translated,
lvl5-qk-003,challenge,5,playful,true,1 min,clothing,,"Full Clothes Swap: Trade tops with me completely. Stay in character as each other—posture, voice, favorite phrase—for 30 seconds. Loving, never mocking.","Intercambio total de ropa: Cambia tu parte de arriba conmigo por completo. Quédense en personaje como el otro —postura, voz, frase favorita— durante 30 segundos. Cariñoso, nunca burlón.",translated,
lvl5-qk-004,dare,5,intimate,true,1 min,,"Agree on words and tone beforehand; keep it play, end with genuine praise, and stop instantly on request.",Degradation-Lite: Agree on one wicked word we both like. Use it in three increasingly filthy compliments. Aftercare kiss mandatory.,Degradación ligera: Acuerden una palabra pícara que a ambos les guste. Úsala en tres cumplidos cada vez más sucios. Beso de cuidado posterior obligatorio.,translated,
lvl5-qk-005,dare,5,intimate,true,1 min,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Statue: Pose like art in a museum. I'm the critic—one slow lap around you, and my expert review of every line and curve.",Estatua: Posa como una obra de arte en un museo. Yo soy el crítico —una vuelta lenta a tu alrededor y mi reseña experta de cada línea y curva.,translated,
lvl5-qk-006,challenge,5,playful,true,30 sec,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,The Ignore Game: For 30 seconds I try to win your attention while you read an imaginary newspaper. Break only for something truly impressive.,El juego de ignorar: Durante 30 segundos intento ganar tu atención mientras lees un periódico imaginario. Rómpelo solo por algo verdaderamente impresionante.,translated,
lvl5-qk-007,dare,5,intimate,true,1 min,whip,Presentation or one featherlight tap over clothing only—no real impact mid-game. Agree on it first.,Whip Presence: Drape the soft whip across my shoulders like a stole. I wear it while answering one question: 'What does it mean when you bring this out?',Presencia del látigo: Drapea el látigo suave sobre mis hombros como un chal. Lo llevo mientras respondo una pregunta: «¿Qué significa cuando sacas esto?».,translated,
lvl5-qk-008,dare,5,intimate,true,1 min,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Inspection Line: I stand at attention. You adjust three details—collar, posture, chin—with two fingers and total authority. I say 'thank you' after each.","Línea de inspección: Me pongo firme. Ajustas tres detalles —collar, postura, barbilla— con dos dedos y total autoridad. Yo digo «gracias» después de cada uno.",translated,
lvl5-qk-009,dare,5,intimate,true,1 min,,,"Beg Better: I ask for a kiss. You say 'no—ask better.' Three rounds. If round three impresses you, grant it like a monarch.","Ruega mejor: Pido un beso. Dices «no, pídelo mejor». Tres rondas. Si la tercera te impresiona, concédelo como un monarca.",translated,
lvl5-qk-010,challenge,5,playful,true,1 min,,,"Voice Swap: Deliver your best seduction line in my voice, my posture, my exact energy. Then I do you. Loser of the laugh-off obeys one command.","Intercambio de voz: Suelta tu mejor frase de seducción con mi voz, mi postura, mi energía exacta. Luego yo te imito a ti. El que pierda el duelo de risas obedece una orden.",translated,
lvl5-qk-011,dare,5,intimate,true,1 min,,Power play is by mutual agreement—either of you can pause or stop the scene at any time.,"Silent Command: Using only gestures—no words—get me to kneel, stand, turn, and cross the room to you. End with your hand under my chin.","Orden silenciosa: Usando solo gestos —sin palabras— hazme arrodillar, pararme, girar y cruzar la habitación hacia ti. Termina con tu mano bajo mi barbilla.",translated,
lvl5-qk-012,dare,5,intimate,true,30 sec,,"Agree on words and tone beforehand; keep it play, end with genuine praise, and stop instantly on request.","Ownership Question: Ask me, dead serious: 'Who do you belong to?' Accept only one answer, said twice—once whispered, once out loud.","Pregunta de propiedad: Pregúntame, muy en serio: «¿A quién perteneces?». Acepta solo una respuesta, dicha dos veces —una susurrada, una en voz alta.",translated,
